table,event_type,horizon,n_all,n_traded,agent_ic,agent_ci_lo,agent_ci_hi,agent_p,lm_all_ic,lm_all_p,lm_trd_ic,lm_trd_ci_lo,lm_trd_ci_hi,lm_trd_p,agent_exc_ic,agent_exc_p,lm_exc_ic,lm_exc_p,ticker,relevance,n,agent_bh,lm_trd_bh
relevance,,1,,,-0.14101013648949745,-0.3604680255160434,0.08276719481575884,0.882,,,-0.13339836860144383,,,0.876,-0.13269398540193417,0.828,-0.169815729297665,0.874,META,direct,79.0,False,False
relevance,,15,,,-0.03582288547623425,-0.25649175528586304,0.17938574841101146,0.625,,,0.08814953458307578,,,0.253,-0.13921736177050995,0.855,0.14132039096708227,0.139,META,direct,79.0,False,False
relevance,,1,,,-0.0022198602031968527,-0.28734019668851274,0.3002564121759343,0.482,,,0.1378073632565293,,,0.165,-0.009865898316479991,0.544,0.0645602174115606,0.358,META,sector,55.0,False,False
relevance,,15,,,0.03937069528187003,-0.22220612604913717,0.31648109227386184,0.36,,,-0.16639245837600994,,,0.875,0.06877472923695029,0.339,-0.12801383029983598,0.784,META,sector,55.0,False,False
relevance,,1,,,-0.091305350442997,-0.24588545480065196,0.07899407377884597,0.853,,,-0.041591922903073376,,,0.71,-0.16334685655341002,0.961,-0.1139569038428038,0.902,TSLA,direct,156.0,False,False
relevance,,15,,,0.03235765236598964,-0.129899148810874,0.2068038987994804,0.361,,,-0.022767243824547544,,,0.651,-0.0010678583794010198,0.525,-0.08076317814482563,0.809,TSLA,direct,156.0,False,False
relevance,,1,,,0.28366587483600975,0.10157739789231025,0.46395855124957136,0.0,,,0.11912077295613235,,,0.138,0.23050736926918708,0.056,0.21374760399708,0.076,TSLA,sector,79.0,True,False
relevance,,15,,,0.23383239809525702,0.007780650599054427,0.4448999176802229,0.024,,,-0.011151273168062954,,,0.532,0.14134124253262442,0.155,0.03888547991609119,0.401,TSLA,sector,79.0,False,False
relevance,,1,,,-0.26169789032556356,-0.579170463934389,0.1694313426568587,0.884,,,-0.10018228550863018,,,0.64,-0.382991547420301,0.977,-0.00654551405039821,0.507,PEP,direct,23.0,False,False
relevance,,15,,,0.20268539072163008,-0.23769974456840437,0.6114670381263053,0.183,,,-0.17018336531035344,,,0.735,0.05393627889990189,0.405,-0.10808229635766715,0.66,PEP,direct,23.0,False,False
relevance,,1,,,0.005246155423492974,-0.4944895010289315,0.4633051400450498,0.476,,,0.22724980785885596,,,0.154,0.0,0.498,0.5682836303156603,0.017,GILD,direct,21.0,False,False
relevance,,15,,,-0.08262694792001433,-0.5601589526329639,0.4012784742076557,0.631,,,0.299794938829183,,,0.094,0.09745586289152094,0.373,0.1995922994279392,0.3,GILD,direct,21.0,False,False
relevance,,1,,,-0.1741194816929797,-0.7293325109706252,0.47573796168002214,0.712,,,0.4431589914429706,,,0.038,0.2464851689091349,0.248,0.03524455807295392,0.473,HON,direct,16.0,False,False
relevance,,15,,,-0.011905605585844766,-0.5961031775297635,0.6048351054005029,0.517,,,0.1759601877788266,,,0.236,0.27149091068252545,0.22,-0.054824868113483874,0.553,HON,direct,16.0,False,False
relevance,,1,,,0.2245213520187134,-0.13541792691962892,0.5431937773654373,0.141,,,0.1397713115629224,,,0.162,0.3152293591727472,0.074,0.2222771122371935,0.073,SOFI,direct,27.0,False,False
relevance,,15,,,0.009755833765024367,-0.4172286900237352,0.45610921684851635,0.481,,,0.34641016151377546,,,0.0,-0.10177551499114801,0.66,0.3779644730092272,0.0,SOFI,direct,27.0,False,True
relevance,,1,,,-0.005685071179877784,-0.0802702538262289,0.06878803165457903,0.566,,,-0.009354558373710006,,,0.593,-0.0415941061581634,0.84,-0.01752994631380597,0.64,POOLED,direct,655.0,False,False
relevance,,15,,,-0.013880354212054129,-0.093153709782527,0.06481068796389955,0.633,,,0.008688929918346631,,,0.4,-0.027708984102512112,0.709,-0.007837882627719506,0.559,POOLED,direct,655.0,False,False
relevance,,1,,,0.005882119190037962,-0.0991585790853188,0.09844110273658015,0.472,,,0.019519531591783424,,,0.312,-0.029630022980888886,0.714,0.03548621202219488,0.242,POOLED,sector,476.0,False,False
relevance,,15,,,0.007387037158679537,-0.08401604409355613,0.09894376807878436,0.447,,,-0.01589632505676908,,,0.651,-0.017465615571851858,0.621,0.03545377141071536,0.254,POOLED,sector,476.0,False,False
relevance,,1,,,0.2586068291713242,,,0.136,,,0.08849904067559858,,,0.36,0.1416901551282843,0.295,-0.15464739353293544,0.738,POOLED,macro,20.0,False,False
relevance,,15,,,0.029773812569066933,,,0.441,,,-0.03539961627023943,,,0.597,-0.03881922058309159,0.549,-0.15464739353293544,0.737,POOLED,macro,20.0,False,False
